F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-170.94,1809.72,0.02,-17.02,12557.97,UK,3706.44,65.37,High,312.51,2.28,-497.6,-38.08,-143.9,-1054.12,7.96,2713.88,1.32,-5336.88,-74.9,2512.8,2135.34,0.9,-14.34,-10690.06,-17.72,39.12,440.82,25680,422.37,4,-428.79,20.88,-2255.66,7,153.66,-592.05
-246.45,935.46,2.82,-24.04,-1114.53,UK,3197.92,185.13,Medium,494.55,-273.84,-344.37,-41.66,-83.76,-1777.28,-17.21,1279.93,4.11,-11458.62,-105.44,2097.9,2419.68,1.04,-3.96,-5786.94,-28.42,46.44,300.18,15901.68,253.86,3,-343.89,20.11,-2423.1,4,179.48,-778.42
-269.79,-585.51,34.28,-18.04,16759.08,UK,-367.26,-18.27,Very high,495.18,-233.94,-1021.87,-27.08,-92.54,-1498.04,-28.6,3868.89,3.67,-11651.66,-133.36,2401.55,2941.64,0.57,-1.23,-10774.04,-13.26,43.71,365.25,20258.74,283.77,7,-256.08,16.77,-903.98,3,162.69,1099.91
-332.01,2330.52,0.08,-15.78,8338.53,USA,5131.24,-157.68,Very low,354.57,-204.21,-1018.69,-56.14,-26.2,-1709.68,-40.78,1402.56,1.86,-12118.38,-147.56,3652.83,3080.38,11.19,0.51,-7422.8,-7.92,46.38,61.38,20659,268.68,2,-206.1,20.7,-2232.68,3,116.86,444.36
-291.66,2372.58,14.56,-18.54,9399.9,UK,2404.5,-89.64,High,538.89,-51.84,-572.2,-19.14,45.66,-1983.76,-15.66,738.53,3.07,855.44,-186.56,2202.09,2387.44,3.68,-9.45,-15365.22,-7.9,47.94,320.4,25184.86,417.84,5,-302.22,19.69,-1912.34,6,193.39,2409.66
-66.06,3288.45,386,-26.72,-5121.42,Europe,2814.74,175.87,Very low,627.45,-323.85,-828.27,-37.44,-70.4,-2510.96,-2.64,3750.73,5.66,-364.94,-119.72,2410.54,2851.48,0.39,0.93,-7143.53,-8.66,31.77,305.82,21101.06,304.74,3,-521.94,20.56,-1511.36,1,174.69,956.04
-55.89,237.84,12.16,-20.82,4076.88,UK,3967.6,-184.86,Very low,271.17,-271.41,-1073.35,-27.26,-74,-1389.66,-52.88,3076.48,0.46,-142.9,-39.1,2383.61,3175.5,7.1,-4.8,-13385.8,-18.84,41.04,382.77,15571.08,294.42,2,-358.92,19.88,-2141.28,7,192.3,-1151.57
-411.75,1475.37,0,-18.56,16395.45,Rest,4176.42,273.31,Medium,556.2,9.21,-13.27,-35.56,-102.12,-2700.84,-51.77,9548.96,7.76,-4046.08,-40.18,2863.34,4217.9,5.51,-13.05,-8122.02,-14.5,51.39,335.22,19356.9,378.69,4,-360.09,23.88,-12.76,6,230.63,-142.9
-217.95,1217.4,45.84,-13.44,-7570.62,USA,3568.44,180.67,Very low,556.56,-278.55,-799.76,-55.68,8.48,-413.7,-40.37,292.58,0.26,-8696.32,-157.3,2343.89,2672.26,3.89,3.93,-8957.36,-4.58,31.98,175.89,24367.08,231.57,5,-356.67,10.69,-958.08,3,125.6,1155.66
-444.24,708.24,34.62,-12.56,9192.81,UK,2863.38,681.22,Very low,513.39,-198.21,-970.97,-40.8,-41.62,-2212.76,1.69,1391.06,8.28,-8033.56,-51.34,2481.6,2721.86,4.61,-12.33,-8872.97,-11.78,53.85,418.02,26918.98,424.17,5,-143.43,15.46,-775.78,4,88.76,1092.66
-167.76,1157.4,0.22,-20.1,14129.76,USA,5193.52,-577.95,High,406.68,-336.54,-67.93,-34.18,-18.96,-1635.94,-19.21,2315.82,4.76,-12441.12,-82.74,1885.55,2796.88,3.07,-7.17,-8757.33,-3.86,24.96,350.79,28361.72,314.19,9,-211.56,27.15,-1297.72,1,133.99,276.01
-234.78,814.86,283.36,-17.48,-1025.55,USA,3653.1,30.65,High,665.85,-229.26,21.1,-36.8,18.74,-1902.36,7.37,3647.85,1.03,-12359.54,-70.7,2187.97,1503.34,1.54,2.91,-9278.68,-2.3,47.7,417.63,19523.62,273.81,3,-281.67,18.86,-647.28,7,195.76,1050.35
-264.6,2587.65,0,-18.5,18334.35,USA,3182.34,750.11,Very high,319.62,-229.14,-503.87,-27.56,-10.48,-1190.32,1.26,1047.27,7.33,600.4,-79.58,3124.61,1347.64,2.74,-16.92,-11614.32,0.26,41.67,152.55,21943.84,246.93,6,-175.08,21.28,-1125.66,3,229.59,1150.58
-304.56,-41.49,0,-14.06,18471.57,USA,5021.22,261.82,Very low,559.59,-285.21,-1408.16,-48.22,-133.6,-1493.24,-66.18,5649.27,1.74,-11386.42,-36.78,2208.32,2384.94,3.45,-23.13,-8240.7,-14.6,47.1,399,24739.9,158.67,3,-348.36,18.05,-1667.96,2,120.8,-487.92
32.46,2466.81,0.1,-20.54,-2143.11,UK,4581.02,285.52,Very low,441,-463.11,-622.22,-45.8,-26.6,-2448.22,-23.37,2996.16,5.6,6104.64,-45.56,2376.1,2440.52,2.34,-10.8,-13074.52,-15.42,31.05,454.68,22589.2,44.25,4,-349.41,21.08,-1267.14,5,165.4,-396.42
-45.51,2208.24,0.02,-22.56,-4656.15,USA,3872.26,415.88,Low,217.8,-183.63,-577.87,-37.72,7.4,-2480.6,-13.43,2414.2,4.51,654.58,-108.5,2902.99,2098.42,2.16,32.97,-12436.52,-1.16,23.1,341.49,15473.24,229.5,1,-505.5,22.23,-1822.58,2,41.1,792.38
-147.36,950.61,0.82,-22.06,18475.53,Europe,2957.66,-0.63,High,431.43,-287.28,-468.71,-31.66,-66.02,-2035.28,-41.07,4802.02,2.37,-5979.06,-142.12,2396.51,3115.02,1.87,-9,-6051.33,-12.62,50.01,385.17,17884.68,111.3,3,-333.15,11.34,-1626.66,6,194.93,-44.3
-49.17,1899.39,0.2,-16.02,8815.05,Rest,3348.28,50.67,Low,636.12,-235.89,-90.63,-31.76,-100.7,-497.32,-28.44,-386.86,-0.34,-7206.12,-89.92,2589.23,2199.04,3.35,4.47,-8153.1,-7.54,50.88,282.84,12124.32,220.68,4,-348.66,23.5,-1259.54,4,148.67,415.92
-411.6,1725.33,48.42,-18.3,-1661.04,USA,2778.78,-167.64,Low,460.53,-256.5,-603.26,-30.18,-99.32,-2354.12,19.51,-1485.92,8.78,-6227.14,-85.56,2302.54,2411.64,0.85,-7.08,-4464.29,-6.82,44.49,410.55,14351.76,78.27,6,-481.77,18.93,-1573.12,3,162.72,697.07
-105.06,1826.79,8.76,-22.14,20190.81,Rest,3809.22,-243.71,Very low,474.63,-158.61,-694.17,-38.12,-120.32,-2205.32,18.43,-3990.29,4.56,-9027,-133.94,1605.59,2244.04,5.95,-2.91,-9198.43,-12.38,50.19,326.79,29969.62,278.34,2,-437.7,18.62,-1274,1,126.83,1740.95
-202.2,2736.54,0.1,-29.5,17796.6,Rest,4441.42,719.49,Very high,438.39,-92.37,-553.22,-42.34,-120.24,-1642.12,10.83,-4125.55,1.97,-12454.9,-47.78,2277.1,3223.36,2.21,-9.9,-7363.93,-13.66,61.53,310.05,29703.06,129.93,4,-331.8,16.46,-1259.72,3,189.28,539.03
-225.21,1609.71,0.1,-30.18,4724.07,Europe,5570.5,714.47,High,433.98,-198.54,-370.63,-39.48,27.12,-1330.06,-31.26,7239.44,4.78,-18156.5,-137.8,1548.75,3288.22,4.26,-2.94,-17282.66,-7.88,30.87,404.46,14180.18,119.4,5,-392.58,21.07,-1727.28,5,140.99,19.61
-225.12,1659.15,11.5,-15.96,7582.53,Rest,4256.3,196.11,Low,565.47,-390.51,-377.82,-58.62,-32.66,-1622.5,-68.15,3585.21,0.4,-13045.88,60.48,1784.19,3250.72,1.3,-11.31,-8815.97,-8.78,46.14,447.06,17459.42,359.16,5,-234.06,24.21,-1940.9,3,160.8,2314.81
-273,2050.38,0.28,-22.1,10998.42,Europe,3526.5,-103.75,Medium,346.41,-197.07,-275.71,-36.12,-130.46,-2797.94,20.53,161.34,2.92,3174.24,-154.86,2826.34,2112.92,3.74,15.42,-12440.56,-7.14,47.91,389.91,32906.28,204.81,4,-367.17,25.86,-1621.12,4,157.37,260.34
-169.83,2101.47,51.58,-21.06,17006.19,Rest,2907.18,347.03,High,430.05,-232.02,-1025.85,-45.38,28.44,-1446.44,2.82,3119.22,4.56,-2598.02,-37.58,2516.67,2289.48,4.45,-7.83,-8239.39,7.68,53.25,302.43,22859.18,401.25,3,-339.06,23.12,-1610,3,170.8,3486.64
-150.48,1513.05,0.06,-23.58,-8498.67,UK,3191.94,204.25,High,549.66,-220.35,-772.91,-44.3,-89.68,-962.42,-48,2970.88,4.98,-7580.42,-21.86,2275.86,2682.72,3.44,0.21,-8042.01,-4.26,47.01,257.76,27784,376.95,6,-126.78,19.32,-1849.18,7,136.71,-1396.93
-228.54,1189.8,4.8,-30.54,-4086.3,UK,3730.68,-34.98,Very high,540.81,-424.05,135.34,-44.18,-124.08,-703.86,30.36,5009.52,3.39,641.46,-52.3,2467.25,2449.04,2.59,-3.36,-9390.8,-8.42,62.49,286.47,27611.46,145.35,3,-230.58,22.25,-2016.08,5,182.57,-621.24
-206.25,1159.32,0.16,-22.62,2164.05,USA,4328.06,412.83,Medium,489.96,-317.61,-48.66,-42.58,-1.22,-1945.2,-34.27,-1788.03,1.54,-12865.26,-5.26,2322.15,3574.68,2.66,-11.01,-4431.91,-8.78,46.17,452.7,30387.48,217.95,4,-304.32,4.78,-2666.96,5,133.23,-721.24
-447.45,794.82,1,-20.32,-3230.43,USA,6122.5,181.92,High,572.13,135.84,-400.49,-45.68,-133.38,-1312,1.89,4118.38,3.99,-9386.96,-24.14,2297.89,2602.68,1.42,-7.41,-14448.35,-16.66,39.39,369.36,24973.42,405.09,3,-290.88,23.19,-816.34,1,86.91,1597.77
324.72,1255.32,0.12,-20.26,6343.98,UK,3918.78,-49.11,High,597.84,-172.35,-1231.26,-21.08,-40.32,-1377.54,-9.12,5621.31,4.44,-10951.28,4.88,1390.74,1347.8,2.47,-4.8,-8133.07,-16.78,62.49,415.32,27120.2,129.72,4,-267.48,25.34,-1190.04,6,167.14,-958.91
-73.47,3773.34,54.3,-13.52,5140.89,Rest,4281.64,-311.16,High,765.57,-353.76,-789.4,-29.44,-92.78,-343.5,-58.73,-4238.31,1.93,-9627.4,-54.68,2479.44,2860.16,0.77,-15.09,-8134.2,-14.82,50.58,306.12,35159.52,-137.16,9,-296.46,20.93,-1623.52,4,145.08,3760.44
-226.89,2624.46,15.56,-20.04,11704.44,USA,4793.98,206.19,Low,770.91,-180.54,-519.78,-24.76,-85.56,-2145.86,-29.78,3223.03,-2.92,-2048.84,-50.26,1995.69,2910.44,0.97,-25.17,-13788.07,-9.84,42.87,438.84,9016.66,133.14,1,-238.02,11.58,-1211.3,3,167.03,2100.41
-280.47,3111.54,1,-18.58,10308.84,USA,3982.48,300.48,Low,666.81,-435.18,-276.73,-49.86,-42.56,-620.26,-50.84,4943.66,2.21,-6003.2,-139.92,2678.24,1833.34,3.54,-6.9,-8318.54,-5.36,40.77,367.92,21238.88,307.89,8,-312.87,23.35,-796.36,4,178.72,624.27
-154.59,1372.77,0.12,-20.92,24640.2,USA,4549.6,64.21,High,500.79,-261.3,-705.42,-35.72,-112.94,-1800.18,-36.42,8486.79,7.22,-2782.9,-132.58,2362.24,3121.82,5.81,21.09,-6792.32,-7.74,43.92,334.23,14131.14,187.47,4,-265.62,20.44,-2046.78,5,262.27,-189.89
-98.88,425.91,0.72,-15.4,7529.28,Europe,2182.22,228.24,Very low,426.48,-383.61,-863.98,-33.58,-69.42,-1510.46,-64.52,736.61,-1.28,-1461.88,-105.18,2056.86,2175.5,1.12,-15.21,-10780.12,-4.52,48.06,183.69,14600.24,128.97,2,-273.27,19.59,-2617.32,4,90.16,141.67
-219.42,789.48,4.54,-23.24,4225.23,Rest,4370.28,113.74,Low,570,-272.07,-578.15,-40.22,42.44,-1717.26,-86.44,1402.6,9.11,-13446.16,-188.54,1931.89,2347.82,2.18,9.66,-3888.35,-10.32,45.96,268.2,20792,261.99,5,-245.37,21.7,-1989.8,3,272.3,-115.32
-201.99,1794.18,1.54,-26.6,1328.19,Europe,3956.14,138.24,Very low,480.48,-200.49,-729.62,-18.38,-58.32,69.84,-55.32,1266.57,-2.89,1215.34,-81.44,1784.66,2304.48,2.27,-12.78,-3840.01,-6.9,36.9,336.27,22459.12,337.71,1,-329.85,19.22,-429.44,6,203.84,-187.03
-306.12,2740.65,0.06,-16.16,-2417.1,UK,3839.26,651.42,Medium,536.46,-75.99,-477.13,-36.86,2.8,-1690.86,-42.99,1344.97,5.32,-17837.36,-108.94,1039.73,2989.96,11.75,-25.62,-7882.8,-11.56,36.93,376.32,21683.64,236.28,5,-419.55,19.72,-293.54,7,267.07,-425.46
-174.21,1705.11,5.58,-26.62,-7108.02,Rest,3761.86,204.58,Very high,437.37,-223.77,-756.96,-40.98,-41.76,-1708.38,-92.2,-1875.66,8.85,-12722.36,-54.36,2295.12,3690.32,4.16,-49.53,-10863.94,-9.64,31.29,462.18,29153.22,327.42,1,-360.18,19.42,-1053.16,5,202.12,1725.7
-173.97,2110.14,332.5,-21.54,6692.4,Rest,5245.4,301.47,High,505.56,-51.87,-1275.94,-43.74,-11.76,-2158.26,-55.19,419.53,7.4,-11710.66,-165.54,3309.1,2772.68,1.16,-8.94,-8040.4,-2.48,38.07,287.13,23398.06,268.77,5,-317.01,20.04,-975.58,3,175.32,3540.87
-229.29,714.39,0.46,-14.3,15664.47,UK,3710.1,45.4,Very low,587.28,-143.19,-827.08,-37.86,-176.34,-1630.02,56.59,5214.2,6.41,-7706.52,11.28,1891.81,3255.06,1.6,-7.5,-6748.69,-4.88,46.77,393.63,26723.24,186.93,2,-199.05,22.89,-1729.92,2,158.95,280.65
-337.05,669,159.54,-20.14,3860.7,Rest,3548.9,141.95,Low,408.69,-118.05,-423.64,-46.32,-19.52,-1081.86,20.59,5261.98,1.88,-20662.36,-123.28,3508.32,1666.96,4.33,3.57,-8511.28,-3.28,34.8,112.77,27748.32,492.63,2,-299.43,18.04,-1120.86,2,154.45,2394.06
-426.15,2440.29,0.48,-17.18,5734.71,UK,3539.68,282.25,Very low,488.22,-255.27,-742.91,-41.3,5.96,-1143.34,-54.67,5281.29,2.78,-4883.86,-52.74,3088.51,2779.66,6.63,-4.41,-7066.22,-5.58,49.02,260.61,26493,154.71,5,-370.56,20.3,-1777.94,1,138.67,1189.99
-156.75,1775.64,44.68,-26.78,22765.17,UK,3880.86,270.22,Medium,509.43,-377.16,-1165.64,-31.1,23.34,-1862.9,-36.39,2745.29,10.71,-6024.16,-87.9,2361.48,1849.1,2.33,7.83,-8483.84,-8.32,45.96,216.93,12098.38,195.39,4,-162.54,16.57,-1382.52,2,184.33,1383.24
-130.32,3006.99,0.4,-12.96,8045.1,Rest,4170.22,746.2,Very low,394.65,-220.17,-629.11,-37.7,-54.64,-984.34,-18.73,-172.28,6.72,-9363.76,-31.32,2191.33,2089.92,2.73,-6.81,-9333.84,-13.58,44.22,375.15,14583.78,415.44,4,-212.16,21.36,-1643.64,4,125.26,2649.26
-277.74,5376.6,122.78,-17.26,9520.08,Rest,4103.96,226.32,Medium,579.69,-83.19,-310.38,-31.32,22.3,-2274.9,-14.03,226,3.22,543.36,-87.3,2339.26,2304.26,4.84,-9.81,-4134.32,-5.28,48.63,399.42,19912.9,266.34,4,-317.16,19.16,-1772.78,4,145.32,3819.7
-215.61,2257.92,1.14,-19.78,7543.65,USA,3415.02,154.2,Very low,521.61,-210.75,-490.59,-30.52,63.44,-1187.44,-11.43,6358.36,0.61,-6009.94,-97.3,1607.03,2440.64,6.46,7.35,-8108.84,-17.2,57.42,240.81,35467.92,251.55,6,-283.95,22.31,-2318.72,2,288.2,438.1
13.89,2020.68,132.56,-34.42,606.24,Europe,3758.76,-381.56,Very high,512.49,-304.5,-489.66,-47.5,1.86,-2305.4,-4.23,2159.16,7.62,-13993.88,-25.46,2579.88,2432.26,0.5,-8.19,-10779.54,-10.82,51.57,326.94,21310.12,330.36,3,-385.59,17.2,-35.4,6,149.77,194.12
-222.45,1218.63,0.14,-15.14,14172.69,Europe,4170.04,176.68,Low,454.02,-189.18,-561.11,-36.1,-72.62,-1722.56,12.5,2662.21,7.73,-470.12,-63.84,2727.74,1616.04,2.05,1.5,-8885.94,2.82,42.81,453.96,29863.3,240.99,5,-310.2,16.12,-1271.52,6,171.92,-39.32
-219.66,1081.74,4.72,-17.56,867.99,UK,4791.92,-165.56,Very low,506.19,-373.89,-590.77,-34.52,-120.6,-1069.38,-0.73,2371.63,1.29,-5472.8,-34.92,2391.91,2207.06,5.83,-18.69,-10629.1,-6.38,54.78,293.7,10210.5,275.97,2,-193.14,23.96,-2256.16,3,218.68,773.19
-140.67,2369.91,0.3,-18.6,17308.62,Rest,3615.36,-19.63,Very high,630.15,-259.2,-841.89,-37.4,-80.42,-1370.6,-45.85,-1040.44,4.86,-12752.52,-132.26,2744.23,2486.7,5.34,-19.5,-13556.36,-11.66,27.39,233.37,23909.9,319.74,3,-225.75,16.08,-2443.88,5,175.68,3114.35
346.38,2841.06,0.26,-15.14,8300.88,Europe,5701.84,-68.44,Very low,558.27,-366.03,-541.35,-36.74,-45.64,-518.7,8.55,8876.72,4.73,2642.7,-37,2364.48,2097.66,3.31,-9.84,-9440.63,-9.46,46.68,472.29,20462.86,316.17,6,-294.12,26.23,-2066.42,6,179.17,104.93
-74.19,2246.76,28.34,-13,6488.16,USA,3059.94,592.82,High,474.39,-307.74,-463.94,-41.52,-17.48,-1118.24,-27.05,2991.35,5.93,-5651.72,-135.12,2264.83,3070.6,6.07,-2.82,-9344.37,-2.66,45.12,29.16,14081.18,254.67,6,-357.99,19.45,-2023.3,4,118.8,2120.45
-347.94,-822.99,0.78,-13.28,3558.27,USA,3570.32,364.3,Low,109.44,-312.81,-659.13,-39.48,-93.94,-1313.62,-12.77,1009.68,4.07,-1831.34,-80.02,2420.85,1756.68,1.18,11.82,-11264.89,-11.84,47.52,308.67,10395.02,309.36,6,-332.04,20.59,-2217.26,2,121.76,248.31
-340.41,982.08,1.02,-13.88,5399.85,Europe,3772.24,-2.01,Medium,390.99,-148.5,-659.57,-34.2,-40.1,-1837.04,-36.18,1077.9,7.14,-2649.66,-113.3,1928.93,1849.72,1.47,-6.33,-9224.96,12.46,49.65,241.23,17940.86,181.71,0,-300.18,8.66,-1653.56,2,168.74,946.97
-263.73,2378.61,60.46,-15.32,7622.13,Europe,1128.34,-99.51,Medium,612.6,-239.85,-955.53,-40.82,-53.94,-1538.16,-17.35,6042.61,2.4,1947.04,-70.5,1786.92,2247.66,3.61,-1.08,-9362.37,-4.66,40.62,241.5,26458.78,426.6,7,-221.22,19.66,-937.28,2,227.6,1214.58
-274.83,2026.53,21.58,-19.76,873.81,USA,3402.74,219.42,Low,579.45,-161.46,-838.9,-39.38,-86.4,-558.38,-69.96,946.69,2.43,-6027.76,-100.76,3526.35,2410.46,10.08,-7.26,-7319.02,-9.86,46.23,317.4,20437.82,245.97,3,-346.95,19.13,387.58,7,160.02,219.13
-423.81,1821.69,54.86,-18.42,14220.12,Europe,3694.38,-172.69,Very low,434.7,-245.49,-985.84,-30.84,-45.24,-1669.44,-22.35,-2261.59,0.34,-6381.16,-9.18,2393.96,2965.2,2.73,10.59,-14014.42,2.22,49.83,362.04,20796.64,487.53,4,-337.77,23.48,-1050.4,1,73.29,1079.07
-294.63,3018.69,56.66,-22.82,6309.36,UK,3017.3,-79.53,Medium,559.56,-289.8,-722.52,-40.52,-51.08,-1933,-14.12,-105.19,0.14,-20513.8,-125.8,2238.64,2556.38,0.35,-14.31,-10853.9,-7.7,47.73,380.58,26623.48,161.58,3,-362.52,17.52,-1388.26,5,179.16,2351.94
-211.98,3077.94,10.4,-13.52,20932.95,Rest,3224.42,27.9,Medium,484.26,-611.91,-549.36,-31.18,-17.72,-2108.26,-48.28,2857.02,3.8,-11596.18,-59.96,234.1,1732.5,0.32,0.6,-10067.31,-11.9,55.23,301.89,12420.14,203.91,2,-379.59,17.86,-1071.42,1,201.09,3829.99
-160.23,955.86,1.2,-14.1,-27345.27,UK,3365.48,352.36,Medium,467.88,-235.11,-893.62,-19.58,-64.86,-976.52,7.53,5664.96,7.61,2800.38,-134.02,1523.61,2621.82,3.24,-11.67,-9761.53,-7.72,53.46,130.65,25116.58,390.63,5,-327.93,19.23,-1702.24,6,111.54,86.23
-156.81,2463.51,0.94,-13.84,24701.67,Rest,2874.48,365.08,Very high,156.93,-286.2,-125.43,-30.3,0.02,-2160.42,-37.97,4285.44,9.25,-4006.24,-158.82,2015.99,2808.6,1.05,-28.62,-10618.43,-3.34,50.82,231.75,33582.62,295.14,4,-410.46,31.25,-2252.22,7,211.38,3179.17
-233.88,-722.67,1,-13.4,4655.55,USA,3934.68,-32.61,Very high,462.96,-354.06,-614.25,-44.78,-121.32,-1851.86,6.26,2261.22,8.5,-5633.2,-46.74,876.5,2906.24,2.7,-54.24,-7500.49,-5.5,64.95,313.35,12022.84,162.63,5,-220.47,20.91,-919.44,2,240.52,794.82
-122.4,660.51,81.82,-16.14,6341.85,Rest,3908.54,-482.57,Low,504.48,-234.18,-829.5,-30.58,-54.04,-909.96,-37.02,-1439.67,2.68,-13043.9,-151.22,1983.57,1936.98,1.33,5.88,-14008.19,-8.56,49.77,301.56,24231.56,261.96,3,-218.28,18.7,-1595.76,2,162.26,3409.01
-220.74,1205.85,6.62,-23.22,-11808.45,USA,3329.48,361.52,High,519,-83.49,-723.52,-24.26,-10.08,-2176.98,-42.71,1914.6,5.92,-9674.62,-140.5,2555.14,2247.24,0.97,1.11,-9002.89,-3.44,46.35,334.74,15009.34,688.65,6,-302.82,15.65,-1001.38,5,158.41,254.01
-199.14,2411.97,0.46,-13.7,15260.88,USA,3761.38,599.07,Very high,348.36,-86.97,-944.08,-42.88,-6.7,-1420.56,-9.49,1672.27,4.81,-3515.18,-201.66,2638.54,2046.62,8.8,-18.69,-6231.32,-10.68,51.57,290.4,25836.46,172.83,4,-302.1,16.61,-502.94,3,162.87,1874.53
-57.09,3333.93,13.58,-35.96,6604.14,USA,3511.18,-182.73,Low,538.2,-337.83,-326.33,-34.04,-45.78,-391.7,-36.98,-83.27,-1.06,-7353.34,-26.08,1793.79,2669.02,4.05,-1.23,-8266.8,-32.1,32.97,13.05,23803.2,511.74,4,-215.64,18.45,-1489.48,5,141.51,-403.27
-124.68,1720.83,1.42,-18.46,12717.57,USA,4505.5,744.51,Medium,701.34,-178.02,-646.56,-7.18,-26.24,-2093.04,-20.27,5706.57,4.13,-6196.24,7.7,2347.63,3100.32,7.49,-0.99,-9632.41,-7.38,45.57,394.44,27762.1,294.09,1,-355.74,30,-1162.44,5,37.94,994.71
-222.84,2308.53,16.14,-26.74,5961.57,USA,4084.74,358.06,High,678.93,-275.76,-90.83,-49.42,-13.4,-1115.5,-7.24,2211.83,10.4,-3695.1,-52.14,2287.48,3469.08,3.91,-10.56,-9508.44,-6.32,50.64,187.2,13260.16,202.95,3,-176.07,20.85,-1364.34,4,162.17,1076.97
-117.36,2587.83,0.76,-16.24,25357.68,UK,3928.14,25.29,Very high,497.46,-199.77,-541.36,-36.18,97.74,-1013.78,-39.68,-4961.18,3.4,-662.62,-100.58,3205.91,2458.84,3.55,-12.24,-9504.52,-13,48.66,291.63,18545.24,272.61,4,-449.64,25.92,-1753.42,2,88.79,2832.92
-228.36,2823.99,14.24,-17.92,16634.61,USA,3638.24,-393.91,Medium,512.43,-261.57,-1126.72,-43.8,-65.56,-1374.92,-28.6,1237.77,5.98,2051.02,-103.72,2690.01,1902.38,4.69,0.39,-4873.82,-13.8,64.86,360.69,15898.9,111.75,4,-302.94,21.01,-2176.26,7,147.67,588.17
-1.77,381.75,1.3,-23.14,16834.89,USA,4513.66,-338.1,Medium,495.75,-396.09,-749.89,-22.1,-21.84,-2008.28,-8.93,243.4,10.24,-10107.12,-173.9,2098.54,2236.66,2.96,-3.75,-15213.25,-9.9,46.44,259.2,21217.4,68.67,3,-208.56,23.33,-1997.12,9,159.87,-816.32
-251.01,2562.15,12.48,-23,7618.5,Europe,4598.76,-51.69,High,524.58,-321.15,-731.86,-35.64,-17.22,-324.66,-36.3,268.19,3.05,-9965.02,-161.98,2630.29,2055.68,6.66,3.93,-6858.75,-10.5,55.5,238.26,25054.58,247.83,3,-115.83,8.29,-445.56,3,166.16,735.08
-223.92,2358.96,1.38,-21.28,476.76,Europe,4343.8,196.46,High,619.23,-273.93,-516.22,-36.42,-2.84,-1050.76,-21.54,3563.56,3.79,-11449.76,-82.8,2590.96,2764.7,4.96,-6.3,-8354.5,-6.52,48.93,294.42,18728.66,308.82,3,-218.94,16.83,-587.16,7,170.41,222.27
-156.57,1699.68,3.96,-14.28,16486.83,Europe,1832.1,-431.63,Very high,530.07,-301.59,-814.45,-30.82,-27.6,-1414.98,-18.07,4699.54,1.93,-19780.54,-146.74,1918.74,2600.4,2.68,-6.75,-5728.27,-13.9,41.7,327.36,30373.74,172.2,4,-367.14,23.55,-1012.14,2,19.97,1100.46
-221.64,142.98,384.92,-13.68,10095.15,Europe,3779.2,-344.87,High,478.38,-317.61,-453.2,-35.98,-44.2,-1726.8,-13.15,2945.91,5.01,-15560.42,-16.08,2823.46,2846.38,4.12,-7.71,-11543.12,-13.4,46.53,334.14,25290.84,239.04,1,-253.26,17.11,-2033.74,5,117.59,1077.72
-171.57,1728.75,97.38,-19.82,13683.6,Europe,4431,-284.12,High,657.84,-402.27,-343.3,-43.16,-47.5,-1763.98,-44.01,3651.04,4.93,-11998.2,-116,1954.81,3049.7,6.65,-2.25,-10387.21,-7.8,50.4,267.72,23231.2,241.29,3,-230.07,24.76,-574.26,4,211.31,926.98
-382.05,2548.62,250.94,-20.22,360.12,Rest,3746.42,412.88,Medium,357.15,-242.28,-279.89,-36.92,26.26,-1774.46,-23.45,4182.89,4.75,-14468.48,-72.72,2673.06,3284.76,5.49,-14.61,-10424.18,-5.94,46.83,276.27,20243.9,169.56,5,-415.2,20.18,-1637.4,5,165.25,3255.25
-319.92,1231.17,0.7,-21.7,11369.49,Europe,3597.14,-7.37,Low,473.85,-27.96,-610.04,-47.36,15.52,-1582.68,-53.16,3650.35,1.99,-10275.98,-122.36,2353.08,2938.32,3.29,-0.66,-13126.95,-8.8,57.9,354.6,24512.08,327.33,8,-304.02,21.83,-1012.72,4,167.48,-27.86
-480.03,2929.92,0,-16.28,12718.44,UK,4811.92,96.23,Very low,438.45,-252.54,-831.27,-29.48,-59.84,-1945.7,-48.38,1348.15,6.89,-4026.9,-83.78,1761.64,1779.32,2.41,-5.49,-9084.55,-3.68,82.17,45.36,14284.9,286.08,4,-279.66,19.03,-2602.76,1,204.12,1074.05
-383.28,2244.51,1.6,-33.56,-1673.37,USA,5437,633.57,Low,676.14,-282.48,-581.66,-42.74,-84,-1245,-28.01,10553.79,3.02,-21394.48,-123.42,1777.18,1902.84,4.44,-8.37,-11392.92,-21.24,50.79,254.82,15086.02,293.88,8,-241.83,15.5,-2449.98,5,134.49,-1007.1
-328.86,2321.31,3.32,-21.12,-724.5,Europe,3484.36,68.39,Very high,537.06,-434.61,-756.98,-39.08,-67.96,-1645.92,-27,1884.54,3.53,-9086.1,-30.34,2493.01,3502.56,0.84,3.33,-5693.95,-12.66,41.28,325.08,12196.76,303.18,6,-444.99,20.78,-2345.42,1,122.13,898.88
